Cast,Country,Date Added,Description,Director,Duration (In minutes),Genre,Month Added,Rating,Release Year,Seasons,Show Id,Title,Type,Year,Number of Records
"Drew Barrymore, John Krasinski, Kristen Bell, Dermot Mulroney, Tim Blake Nelson, Vinessa Shaw, Ted Danson, Stephen Root, Rob Riggle, Michael Gaston","United States, United Kingdom",9/30/2018 12:00:00 AM,"After a reporter writes about whales trapped in the Arctic Circle, the U.S. and U.S.S.R. team up to rescue them in this tale inspired by true events.",Ken Kwapis,107,"Children & Family Movies, Dramas",9,PG,2012,,70212504,Big Miracle,Movie,2018,1
,United States,9/30/2018 12:00:00 AM,"A contextual, acculturated dive into how adults in six, big global cities celebrate love and accentuate sex. CNN's Christiane Amanpour reports.",,,Docuseries,9,TV-MA,2018,1,81011682,Christiane Amanpour: Sex & Love Around the World,TV Show,2018,1
,United States,9/30/2018 12:00:00 AM,"This nostalgic documentary series relives the 1980s from a variety of angles, exploring its impact on the politics, technology and culture of today.",,,Docuseries,9,TV-PG,2016,1,80128317,The Eighties,TV Show,2018,1
,United States,9/30/2018 12:00:00 AM,This U.S.-focused series dives into the cultural and political changes that swept the last decade of the 20th century. Executive produced by Tom Hanks.,,,Docuseries,9,TV-14,2017,1,81027384,The Nineties,TV Show,2018,1
,United States,9/30/2018 12:00:00 AM,"This series examines 1970s America, focusing on the major political and historical landmarks of the decade and the cultural response to those events.",,,Docuseries,9,TV-PG,2015,1,80030186,The Seventies,TV Show,2018,1
"Eric Edelstein, Demetri Martin, Bobby Moynihan",United States,9/30/2018 12:00:00 AM,"Grizzly, Panda and Ice Bear are three adopted bear brothers struggling against their animal instincts to fit into the civilized, modern human world.",,,"Kids' TV, TV Comedies",9,TV-Y7,2017,1,80116921,We Bare Bears,TV Show,2018,1
"Min-sik Choi, Do-won Kwak, Eun-kyung Shim, So-ri Moon, Mi-ran Ra, Hye-young Ryu, Ki Hong Lee, Sun-gyu Jin, Joo-yeon Lee, Byeong-eun Park",South Korea,9/30/2017 12:00:00 AM,"With the presidency in mind, the incumbent mayor of Seoul runs for an unprecedented third term – and will stop at nothing to keep his secrets hidden.",Park In-je,130,"Dramas, International Movies",9,TV-MA,2017,,80187061,The Mayor,Movie,2017,1
,United Kingdom,9/30/2017 12:00:00 AM,"Drawing on newly available info, this show traces how the British royal family has survived the last 100 years of power struggles, politics and more.",,,"British TV Shows, Docuseries, International TV Shows",9,TV-14,2017,1,80181555,The Royal House of Windsor,TV Show,2017,1
,"Denmark, United States",9/30/2016 12:00:00 AM,She was twice convicted and acquitted of murder. Amanda Knox and the people closest to her case speak out in this illuminating documentary.,"Rod Blackhurst, Brian McGinn",92,Documentaries,9,TV-MA,2016,,80081155,Amanda Knox,Movie,2016,1
"Kongyingyong Chonlathorn, Phumphothingam Nawat, Luangsodsai Anupart, Nuchanart Veerakaarn, Chindavanich Primrose, Charnmanoon Pannin, Nungira Hanwutinanon, Ausavaterakul Ausavapat, Sirikiet Saejea, Nontapan Chuenwarin",,9/3/2018 12:00:00 AM,Love and academics get complicated at an all-male college that happens to be located next to an all-female high school.,,,"International TV Shows, Romantic TV Shows, TV Dramas",9,TV-14,2014,1,80184358,Lovesick,TV Show,2018,1
"Scott Adkins, Louis Mandylor, Vladimir Kulich, Michael Paré, Rachel Brann, Selina Lo, Tony Todd","United Kingdom, United States",9/3/2018 12:00:00 AM,"A broke martial arts instructor takes a side gig with a mobster, who pairs him with a veteran thug for a weekend of fisticuffs-fueled debt collection.",Jesse V. Johnson,96,Action & Adventure,9,TV-MA,2018,,80198585,The Debt Collector,Movie,2018,1
"Haluk Bilginer, Mahsun Kırmızıgül, Mustafa Sandal, Gina Gershon, Robert Patrick, Danny Glover, Engin Altan Düzyatan, Scott William Winters, Sharrieff Pugh","Turkey, United States",9/29/2018 12:00:00 AM,"Two Turkish agents are sent to New York City on a mission to capture a notorious terrorist known only as ""Dejjal"" (Arabic for Antichrist).",Mahsun Kırmızıgül,112,"Action & Adventure, International Movies",9,NR,2010,,70233894,Act of Vengeance,Movie,2018,1
"Júlio Andrade, Lee Taylor, Hermila Guedes, Julia Konrad, Erasmo Carlos, Marjorie Estiano, Seu Jorge, Jaloo, Felipe Abib, Humberto Carrão, Malu Galli",Brazil,9/29/2018 12:00:00 AM,"A cop moonlights as the bodyguard for a young drag queen at a nightclub, and grows closer to the family of misfit singers that perform there.",Monique Gardenberg,111,"Dramas, Independent Movies, International Movies",9,TV-MA,2018,,81011955,Paradise Lost,Movie,2018,1
"Carla Gugino, Bruce Greenwood, Henry Thomas, Carel Struycken, Chiara Aurelia",United States,9/29/2017 12:00:00 AM,"When her husband's sex game goes wrong, Jessie – handcuffed to a bed in a remote lake house – faces warped visions, dark secrets and a dire choice.",Mike Flanagan,103,"Horror Movies, Thrillers",9,TV-MA,2017,,80128722,Gerald's Game,Movie,2017,1
,United States,9/29/2017 12:00:00 AM,"When Juan Catalan is arrested for a murder he didn't commit, he builds his case for innocence around raw footage from a popular TV show. A documentary.",Jacob LaMendola,40,Documentaries,9,TV-14,2017,,80182115,Long Shot,Movie,2017,1
"Erma Fatima, Rahim Razali, Umie Aida, Nora Danish",,9/29/2017 12:00:00 AM,A woman with an entrepreneurial spirit takes life into her own hands by starting a beauty cream business that inspires other women to take chances.,,,"International TV Shows, TV Comedies, TV Dramas",9,TV-PG,2015,1,80163293,Mak Cun,TV Show,2017,1
"Robert Redford, Jane Fonda, Bruce Dern, Matthias Schoenaerts, Iain Armitage, Judy Greer, Phyllis Somerville",United States,9/29/2017 12:00:00 AM,"After widowed neighbors Addie and Louis begin sleeping in bed together platonically to alleviate their loneliness, a real romance begins to blossom.",Ritesh Batra,103,"Dramas, Romantic Movies",9,TV-14,2017,,80104068,Our Souls at Night,Movie,2017,1
,,9/29/2017 12:00:00 AM,"Picking up 40 years after six were convicted for two strange murders in Iceland, this chilling documentary proves confessions can’t always be trusted.",Dylan Howitt,85,"Documentaries, International Movies",9,TV-14,2017,,80119349,Out of Thin Air,Movie,2017,1
Paul Hollywood,United Kingdom,9/29/2017 12:00:00 AM,"Gear up for a fast-paced journey as celebrity chef and avid auto enthusiast Paul Hollywood takes in the cars and culture of France, Italy and Germany.",,,"British TV Shows, Docuseries, International TV Shows",9,TV-14,2017,1,80199032,Paul Hollywood's Big Continental Road Trip,TV Show,2017,1
"Sara Ali, Remy Ishak, Rita Rudaini, Mirza Salihovic, Hafizul Kamal, Miller Khan",,9/29/2017 12:00:00 AM,"A man haunted by his wife's affair moves to Sarajevo and starts to love again, until fate forces him to choose between his new life and old loyalty.",,,"International TV Shows, TV Dramas",9,TV-14,2014,1,80180449,Satu Hari,TV Show,2017,1
"Karen Strassman, Celeste Henderson, Wendee Lee, TJ Smith, America Young, Rachel Staman, Laura Bailey",United States,9/29/2015 12:00:00 AM,Cleo is invited to a gala in the big city celebrating a magical comet and brings her best friends along. But the sinister Nefera has other plans.,William Lau,72,"Children & Family Movies, Music & Musicals",9,TV-Y7,2015,,80019931,"Monster High: Boo York, Boo York",Movie,2015,1
,,9/28/2019 12:00:00 AM,An in-depth look at the full-cycle breeding program for bluefin Kindai tuna pioneered by Kinki University’s Aqua Culture Research Institute.,Mana Yasuda,45,"Documentaries, International Movies",9,TV-G,2019,,81053893,Cultivating the Seas: History and Future of the Full-Cycle Cultured Kindai Tuna,Movie,2019,1
"Nikolaj Coster-Waldau, Carice van Houten, Eriq Ebouaney, Guy Pearce, Mohammed Azaay, Søren Malling, Paprika Steen, Helena Kaittani","Denmark, France, Italy, Belgium, Netherlands",9/28/2019 12:00:00 AM,"A Copenhagen police officer hunts for the man who attacked his partner, only to stumble into a high-stakes game of espionage.",Brian De Palma,89,"International Movies, Thrillers",9,R,2019,,80200087,Domino,Movie,2019,1
"Fuka Koshiba, Tom Fujita, Hidetoshi Hoshida, Hiroto Kanai, Ryosuke Yusa, Shuri Tanaka, Chal Inoue, Takashi Taniguchi, Takeshi Masu",,9/28/2019 12:00:00 AM,A clumsy but cheerful fisheries student struggles to find her place at a research institute renowned for its tuna cultivation. The work isn't easy.,Mana Yasuda,90,"Dramas, International Movies",9,TV-PG,2019,,81053892,TUNA GIRL,Movie,2019,1
"Herjunot Ali, Raline Shah, Fedi Nuril, Pevita Pearce, Saykoji, Denny Sumargo, Didi Petet, Firrina Sinatrya",Indonesia,9/28/2018 12:00:00 AM,"Five friends embark on a mission to climb the highest peak in Java, overcoming obstacles on the way and discovering the true meaning of friendship.",Rizal Mantovani,126,"Dramas, International Movies",9,TV-14,2012,,81002850,5CM,Movie,2018,1
"Li Yi Feng, Zhou Dongyu, Michael Douglas, Bingkun Cao, Ge Wang, Keanu Chi, Zhang Jungyi, Yijuan Li, Su Ke",China,9/28/2018 12:00:00 AM,"An unlucky, debt-ridden teen resorts to his math skills when he's forced into a deadly tournament of rock-paper-scissors run by a diabolical host.",Han Yan,130,"Action & Adventure, International Movies, Sci-Fi & Fantasy",9,TV-MA,2018,,81004470,Animal World,Movie,2018,1
"Jeffrey Wright, Alexander Skarsgård, James Badge Dale, Riley Keough, Julian Black Antelope, Tantoo Cardinal, Macon Blair, Jonathan Whitesell, Peter McRobbie",United States,9/28/2018 12:00:00 AM,"In the grim Alaskan winter, a naturalist hunts for wolves blamed for killing a local boy, but he soon finds himself swept into a chilling mystery.",Jeremy Saulnier,126,"Action & Adventure, Dramas",9,TV-MA,2018,,80157072,Hold the Dark,Movie,2018,1
,United States,9/28/2018 12:00:00 AM,"Two priests – one from Dunblane, Scotland, the other from Newtown, Connecticut – bond over school tragedies that occurred 16 years apart.",Kim A. Snyder,24,Documentaries,9,TV-PG,2018,,81001809,Lessons from a School Shooting: Notes from Dunblane,Movie,2018,1
,United States,9/28/2018 12:00:00 AM,"These Mexico City socialites may lead opulent lives, but a peek behind the curtain reveals a tangled web of intrigue, envy and personal struggles.",,,"International TV Shows, Reality TV, Spanish-Language TV Shows",9,TV-MA,2018,1,80201933,Made in Mexico,TV Show,2018,1
"Raditya Dika, Annisa Rawles, Chandra Liow, Pandji Pragiwaksono, Babe Cabita, Elvira Devinamira, Tinna Harahap, Pevita Pearce, Rinna Hassim, Dede Yusuf, Dewi Hughes",Indonesia,9/28/2018 12:00:00 AM,"Unemployed and immature, a somewhat pathetic bachelor sets his sights on finding a date for the wedding of his younger, more successful brother.",Raditya Dika,127,"Comedies, International Movies, Romantic Movies",9,TV-PG,2015,,81002864,Single,Movie,2018,1
"Jessica Mila, Denny Sumargo, Citra Prima, Bianca Hello, Epy Kusnandar, Anita Hara, Derry Drajat, Voke Victoria, Shofia Shireen, Afdhal Yusman",Indonesia,9/28/2018 12:00:00 AM,"When her little sister claims she sees the dead, Alia consults a psychic, who opens her own eyes to the vengeful ghosts haunting their childhood home.",Rocky Soraya,108,"Horror Movies, International Movies",9,TV-MA,2018,,81016750,The 3rd Eye,Movie,2018,1
"Herjunot Ali, Pevita Pearce, Reza Rahadian, Randy Nidji, Gesya Shandy, Kevin Andrean, Arzetti Bilbina",Indonesia,9/28/2018 12:00:00 AM,"When a young man leaves home to fulfill the wishes of his late father, he meets and falls in love with a woman from a very different background.",Sunil Soraya,163,"Dramas, International Movies, Romantic Movies",9,TV-14,2013,,81002866,The Sinking Of Van Der Wijck,Movie,2018,1
,Spain,9/28/2018 12:00:00 AM,Lawmakers and activists with conflicting ideologies speak about the complexities of Catalonia's politics and the fight for its independence from Spain.,"Álvaro Longoria, Gerardo Olivares",117,"Documentaries, International Movies",9,TV-MA,2018,,80992039,Two Catalonias,Movie,2018,1
,"Ireland, United Kingdom",9/28/2017 12:00:00 AM,"In 1981, an imprisoned Irish Republican Army soldier went on a hunger strike that galvanized his movement and made him a controversial global icon.",Brendan Byrne,106,Documentaries,9,TV-14,2016,,80126507,Bobby Sands: 66 Days,Movie,2017,1
"Emraan Hashmi, Viineet Kumar, Sobhita Dhulipala, Jaideep Ahlawat, Kirti Kulhari, Sohum Shah, Rajit Kapoor, Danish Hussain",India,9/27/2019 12:00:00 AM,"Years after a disastrous job in Balochistan, a former Indian spy must confront his past when he returns to lead an unsanctioned hostage-rescue mission.",,,"International TV Shows, TV Action & Adventure, TV Dramas",9,TV-MA,2019,1,80225885,Bard of Blood,TV Show,2019,1
"Gupse Özay, Eda Ece, Aksel Bonfil, Derya Alabora, Esin Eden, Hülya Duyar, Ali Çelik, Mert Öner",Turkey,9/27/2019 12:00:00 AM,"While chasing her dream of becoming a chef, Zeliha cooks up trouble in the kitchen with her wild, kooky and unsuspecting ways.",Gupse Özay,102,"Comedies, International Movies",9,TV-PG,2018,,81132443,Deliha 2,Movie,2019,1
"Nicolas Cantu, Brennley Brown, Zach Callison, Skai Jackson, Noah Kaye Bentley, Andre Robinson, Marsai Martin",,9/27/2019 12:00:00 AM,"Twins Dak and Leyla and their dragon friends devote their lives to rescuing others, defending their home of Huttsgalor and having fun along the way.",,,"Kids' TV, TV Comedies",9,TV-Y,2019,1,80218107,Dragons: Rescue Riders,TV Show,2019,1
"Boyd Holbrook, Michael C. Hall, Cleopatra Coleman, Bokeem Woodbine, Rudi Dharmalingam, Rachel Keller",United States,9/27/2019 12:00:00 AM,A Philadelphia detective slowly unravels as he nurses a lifelong obsession with an enigmatic female serial killer whose crimes defy explanation.,Jim Mickle,116,"Dramas, Sci-Fi & Fantasy, Thrillers",9,TV-MA,2019,,80231903,In the Shadow of the Moon,Movie,2019,1
"Edin Hasanovic, Peri Baumeister, Murathan Muslu, Erdal Yıldız, Richy Müller, Anna Herrmann, Sahin Eryilmaz, Lisa Maria Potthoff, Carol Schuler, Dustin Jérôme Schanz, Nimo, Christopher Schärf, Slavko Popadic",,9/27/2019 12:00:00 AM,A hip-hop producer gets hurled into the violent world of organized crime when the record label he signs to becomes the center of a deadly drug business.,,,"Crime TV Shows, International TV Shows, TV Dramas",9,TV-MA,2019,1,80220715,Skylines,TV Show,2019,1
,United States,9/27/2019 12:00:00 AM,"In this anime visual album, a mysterious driver heads deep into a postapocalyptic hellscape toward a ferocious showdown with two monstrous opponents.","Jumpei Mizusaki, Koji Morimoto, Michael Arias, Masaru Matsumoto, Arthell Isom, Henry Thurlow, Takanobu Mizuno, Elsa Nakamichi, Hajime Sasaki, Shinji Takagi",42,"Anime Features, Music & Musicals, Sci-Fi & Fantasy",9,TV-MA,2019,,81171121,Sturgill Simpson Presents Sound & Fury,Movie,2019,1
"Ben Platt, Gwyneth Paltrow, Jessica Lange, Zoey Deutch, Lucy Boynton, Bob Balaban, David Corenswet, Julia Schlaepfer, Laura Dreyfuss, Theo Germaine, Rahne Jones, Benjamin Barrett",United States,9/27/2019 12:00:00 AM,Rich kid Payton has always known he's going to be president. But first he has to navigate the most treacherous political landscape of all: high school.,,,"TV Comedies, TV Dramas, Teen TV Shows",9,TV-14,2019,1,80241248,The Politician,TV Show,2019,1
"Liu Kai Chi, Lam Yiu-sing, Tony Tsz-Tung Wu, Poon Chan-leung, Sun Li Man, Tam Sin Yin, Sham Ka Ki, Wang Simin, Jan Lamb",Hong Kong,9/27/2018 12:00:00 AM,"In 1980s Hong Kong, a school principal forms a baseball team with an eclectic crew of local students who soon fight their way to the top of the league.",Chi Fat Chan,95,"Dramas, Independent Movies, International Movies",9,TV-14,2016,,81012295,Weeds on Fire,Movie,2018,1
"Loubna Abidar, Asmaa Lazrak, Halima Karaouane, Sara El Mhamdi Elaaloui, Abdellah Didane, Danny Boushebel, Carlo Brandt, Camélia Montassere","France, Morocco",9/27/2017 12:00:00 AM,Four friends who make their living as prostitutes in Morocco deal with both the dangers and stigma that come with their profession.,Nabil Ayouch,104,"Dramas, Independent Movies, International Movies",9,TV-MA,2015,,80060037,Much Loved,Movie,2017,1
"Ben Affleck, Mark Hamill, Richard Herd, Maureen McGovern, Jodi Benson, Judith Light, James Eckhouse, Richard McGonagle, David Campbell, Steven Weber, Dan Castellaneta, Rene Auberjonois, Ken Hudson Campbell, Tom Virtue, Jeff Bennett",United States,9/27/2011 12:00:00 AM,"With his gift of dream interpretation and his brilliantly colored coat, Joseph inspires jealousy in his brothers in this animated Bible story.","Rob LaDuca, Robert C. Ramirez",75,"Children & Family Movies, Dramas, Faith & Spirituality",9,TV-PG,2000,,60003155,Joseph: King of Dreams,Movie,2011,1
"Meezaan Jaffrey, Sharmin Segal, Chinmaya Surve, Anil Gawas, Sonal Jha, Sanjay Gurbaxani, Sameer Dharmadhikari, Deepak Damle",India,9/26/2019 12:00:00 AM,"Class divides become thorns in the budding romance between the crony of a nativist Mumbai politician and the new, North Indian resident of his chawl.",Mangesh Hadawale,133,"International Movies, Romantic Movies",9,TV-14,2019,,81177238,Malaal,Movie,2019,1
"Tony Leung Chiu-wai, Zhang Ziyi, Chang Chen, Xiao Shen-Yang, Zhao Benshan, Song Hye-kyo, Wang Qingxiang, Zhang Jin, Lo Hoi-pang, Cung Le, Julian Cheung","Hong Kong, China",9/26/2019 12:00:00 AM,"As the Japanese invasion looms, Chinese kung fu master Ip Man's world changes when rival master Gong Er and her father arrive in his village.",Wong Kar Wai,108,"Action & Adventure, Dramas, International Movies",9,PG-13,2013,,70270775,The Grandmaster,Movie,2019,1
"Ignacio Serricchio, Ana Claudia Talancón, Flavio Medina, Luis Felipe Tovar, Mariana Seoane, Guy Ecker, Isabella Castillo, Bradley Stryker, Gustavo Sánchez Parra, Leonardo Ortizgris, Alejandro Calva, Rodrigo Oviedo, Ramón Medína, Erik Hayser, Tiaré Scanda",Mexico,9/26/2019 12:00:00 AM,A former Marine poses as an inmate inside a Mexican prison in order to infiltrate a gang suspected of kidnapping a U.S. judge's teen daughter.,,,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",9,TV-MA,2018,1,81025403,The Inmate,TV Show,2019,1
"Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson, Melissa Bolona, Ben Cross, Jamie Andrew Cutler",United States,9/26/2018 12:00:00 AM,A deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a U.S. Treasury outpost in Mississippi.,Rob Cohen,103,Action & Adventure,9,PG-13,2018,,80215923,The Hurricane Heist,Movie,2018,1
"Dave Chappelle, Steve Harvey, Cedric the Entertainer, Martin Lawrence, Tiffany Haddish, Katt Williams, Craig Robinson, D.L. Hughley, Eddie Griffin, J.B. Smoove, Joe Torry, Kid Capri, Mike Epps, Sheryl Underwood, Tracy Morgan, Deon Cole",United States,9/26/2017 12:00:00 AM,"In this special live event, giants of stand-up come together to commemorate the 25th anniversary of Russell Simmons's groundbreaking ""Def Comedy Jam.""",Louis J. Horvitz,82,Stand-Up Comedy,9,TV-MA,2017,,80151483,Def Comedy Jam 25,Movie,2017,1
"Peter Martins, Sean Suozzi, Gretchen Smith, Ashley Laracey, Tiler Peck, Damian Woetzel, Albert Evans, Sterling Hyltin, Craig Hall, Peter Boal, Karen Young, Michelle Rodriguez, Jock Soto, Adam Barrett",United States,9/26/2017 12:00:00 AM,"After 30 years with the New York City Ballet, celebrated dancer Wendy Whelan redefines herself as an artist in a new stage of life.","Linda Saffire, Adam Schlesinger",94,Documentaries,9,TV-MA,2016,,80173625,Restless Creature: Wendy Whelan,Movie,2017,1
